sno,label,cluster,algorithm,applic,assign,base,class,comput,confer,data,databas,depart,design,develop,distribut,email,engin,gener,graduat,group,home,homework,includ,inform,interest,lab,languag,lectur,link,mail,model,network,offic,page,paper,parallel,phone,problem,process,professor,program,project,public,research,scienc,softwar,student,system,time,univers,web,work
331,0,1,0,0,0.275670681,0,0.239208386,0.113496522,0,0,0,0,0,0,0,0.215150845,0,0,0,0,0.348937031,0,0,0,0.17375484,0,0,0,0.225711428,0,0,0.248253209,0.398851354,0.454364073,0,0,0.217144065,0,0,0,0,0.193576313,0,0,0.128539496,0,0,0,0,0.136870756,0.240171032,0
332,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.675894262,0,0,0,0.55654906,0,0,0,0,0,0,0,0,0,0,0,0,0.483135685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,3,2,0,0,0,0,0,0.260259903,0.110599505,0.098484029,0,0.060393405,0.085532333,0,0.193059718,0,0.080977774,0,0.173163,0.08957932,0,0,0,0.06320396,0.066406467,0.103682201,0.183333338,0,0,0,0,0.094878614,0,0.057883688,0,0.705524472,0,0,0,0,0.07131967,0,0.084014428,0.353521175,0.049125847,0.089405977,0.138400652,0.196271657,0,0.209239715,0,0.075236599
334,1,0,0.850302711,0,0.133352167,0,0,0,0,0,0,0.076440858,0.108259584,0,0,0,0,0,0,0,0,0.463116241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126282827,0,0,0,0,0,0,0,0,0,0,0.105901617,0,0,0
335,3,2,0,0.204003366,0,0,0,0.316614577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105097139,0,0,0,0.087605369,0.061438561,0,0,0,0.272880925,0.872455747,0,0,0
336,1,0,0,0,0.462159745,0,0,0.380552066,0,0,0,0,0,0,0,0,0,0.416194567,0,0,0,0,0,0.277250518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625701788,0,0,0,0,0,0,0,0,0,0,0
337,3,1,0,0,0,0,0,0.10887417,0,0,0,0.151585745,0,0,0.242287226,0,0,0.238142647,0,0.224841568,0.502088907,0,0,0,0,0.260239403,0,0,0,0,0,0,0,0.435859272,0,0.252978077,0,0,0,0,0,0.371385134,0,0.295776062,0,0,0,0,0,0,0,0
338,2,2,0.103428992,0.316267486,0,0.10581804,0,0.093495093,0,0,0,0.065086711,0.09217924,0,0,0.088617465,0.174541473,0.102251842,0,0,0.071861013,0,0.095982995,0,0.07156706,0,0.098790289,0,0.092967214,0,0.329781124,0,0,0.124763915,0.100275008,0.325865291,0,0.645152399,0.108621764,0.087516587,0.15372416,0,0.090543375,0.063499015,0.158830578,0,0,0.141016242,0,0.112750099,0,0
339,1,0,0.131393583,0,0,0,0.125165469,0.237547614,0,0.404502984,0,0.082684515,0,0,0,0.337732177,0.221733084,0,0,0,0,0.166981127,0.243868751,0.173064884,0,0.283902275,0,0,0,0,0,0,0.208698439,0,0,0,0,0,0,0,0.488218237,0.101288548,0,0,0.201774359,0,0,0,0,0.214852321,0,0
340,3,2,0.225496106,0,0,0.115352356,0,0.152878648,0,0,0,0.070951092,0.100484687,0.221831188,0,0,0,0.22292968,0,0,0.391678828,0,0,0.222758924,0,0.487229713,0,0,0,0,0,0,0,0.340013186,0,0.118408698,0,0.117213551,0,0,0,0.173830203,0.098701428,0.207661029,0.173141379,0,0.081297596,0.230582931,0,0.184363501,0,0.088389102
341,2,2,0,0,0,0,0,0.212004867,0,0,0,0.147587419,0,0,0,0,0,0,0.423170049,0,0,0,0,0.154455762,0.162281941,0,0,0,0,0,0.249265144,0,0,0,0.227378669,0,0,0.2438193,0,0,0.174288666,0,0.410623395,0.431961716,0.120052131,0,0.338218966,0,0,0.127833285,0,0
342,1,0,0,0,0.116398174,0.054238671,0.505012345,0.023961177,0.06109495,0,0,0.033361199,0.094495787,0,0.053322905,0,0,0,0.047827451,0.098966882,0,0,0,0.034913744,0,0,0,0.121959453,0,0,0,0,0.042102382,0.031974836,0.770962564,0,0,0,0,0,0,0.122602426,0,0,0.027137022,0,0.038226125,0.252980186,0.046218802,0.028895902,0,0.04156055
343,0,3,0,0,0,0,0,0.159052529,0,0,0,0,0,0,0,0,0,0,0,0,0.488995753,0,0,0,0,0,0,0,0,0,0,0,0.558945027,0.424493213,0.341172851,0,0,0,0,0,0,0,0,0,0.180133554,0,0,0,0.306797008,0,0,0
344,1,0,0,0,0.545404898,0,0.189306204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069035984,0,0,0.065437889,0,0,0.094906605,0.571463285,0,0,0,0,0.473468157,0.059929573,0,0,0,0,0,0.084076099,0.295361787,0,0,0,0,0,0,0,0,0,0,0
345,2,2,0,0.278705491,0,0.279751193,0,0,0.315114381,0,0,0,0,0,0,0,0,0.675808082,0,0,0,0,0,0.090038725,0.283802797,0,0.130585963,0,0.12288873,0,0.14530708,0,0,0,0,0,0,0,0,0,0,0.316178239,0,0.083936185,0,0.127365439,0,0.093201173,0.119193233,0,0,0
346,1,2,0.288704899,0.294269431,0,0,0,0.130488032,0,0,0,0,0,0,0,0,0,0.285419078,0,0,0.100294057,0,0,0,0,0,0,0,0,0,0,0.142709539,0,0.08706445,0,0,0,0.600278682,0,0,0.536369409,0,0,0.088623491,0.147783082,0,0,0,0.125849422,0,0,0
347,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436029966,0,0,0,0,0.353582162,0,0,0,0,0,0,0,0,0.441093019,0,0,0,0.306941782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.48673649,0.398959651
348,0,3,0,0,0,0,0,0.123153017,0,0,0,0,0.242839516,0,0,0,0.459816837,0,0,0,0.378625242,0,0,0,0,0.294369798,0,0,0,0.236167104,0,0,0,0.328681475,0,0,0.235619086,0,0,0,0,0,0,0.167283545,0,0,0.196470423,0,0,0.445547922,0,0
349,2,2,0,0,0,0,0,0.217828044,0,0.123641309,0,0,0,0,0.242375911,0.103231991,0,0,0,0.337385802,0,0,0,0,0.083369685,0.13016733,0.460329946,0,0,0,0,0,0.095686864,0,0,0.253070676,0.104188362,0,0,0.101949559,0.268613829,0.278640806,0.105475516,0.147942163,0.246699251,0.224488622,0,0.246408325,0,0.262689011,0,0
350,2,2,0,0,0,0.079627832,0,0.211064527,0,0.079868181,0,0.0489776,0,0.229695392,0.156566792,0,0.394026171,0,0,0,0,0,0,0,0.053854048,0,0,0,0,0.134917518,0,0,0,0.04694228,0,0,0,0,0.081737627,0.131712061,0.057838539,0,0,0.238914314,0,0,0,0.742800788,0.067853857,0.16968838,0,0.122030147
351,1,2,0,0,0,0,0.404649594,0.383985881,0,0,0,0.26731219,0,0,0,0,0,0,0,0,0.29513436,0,0,0,0,0,0,0,0,0,0,0,0,0.256203723,0,0,0,0,0,0.359432059,0,0,0,0,0,0,0,0.579156023,0,0,0,0
352,2,2,0.330251336,0.16830832,0,0,0,0.447798223,0,0,0,0,0,0,0,0,0,0,0,0.308256937,0,0,0,0,0.114257699,0,0.157719921,0,0,0,0.175499884,0,0,0,0,0,0,0.171665633,0,0.279442631,0.122711263,0,0.144553621,0.304130894,0.16904999,0.461490652,0,0.112567089,0,0.090003465,0,0
353,1,0,0.028490278,0,0.093830168,0.058296717,0.162838957,0.051507824,0,0.11694536,0,0,0.050782901,0,0.085968654,0.024410334,0.048078734,0.028166023,0.051405821,0.026592855,0.019794645,0.072413562,0.079317669,0,0,0,0.108850052,0.294939573,0.051217008,0,0.060560427,0,0.090504823,0.120284988,0.055242979,0.688175292,0.049272956,0.08885599,0.11968266,0.072321266,0.402272296,0.109812778,0,0,0,0.079624186,0.143801487,0.233063776,0.074515223,0.031057845,0.081747134,0.111675102
354,0,3,0.229297216,0,0,0,0,0.414548454,0,0,0.273758275,0.144294179,0,0,0,0,0.193475121,0,0.206863753,0,0,0,0.21278979,0.151009262,0.15866081,0,0,0.263750101,0.206103945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.352119927,0.213612099,0.165336003,0.156313191,0,0.374942505,0,0.179758092
355,0,3,0,0,0,0,0.259495516,0.369366295,0,0,0,0.342846333,0,0,0,0,0,0,0.245756549,0,0,0,0,0.089700382,0.094245445,0.147147948,0.130095253,0,0.122426944,0.35416172,0,0,0.216338857,0.082149739,0,0.143042154,0,0,0,0,0.101218367,0,0.119235032,0.083620774,0.278881717,0,0.098210549,0.278552839,0.118745334,0.371196721,0,0
356,0,3,0,0,0,0,0,0.128518697,0,0,0,0.178936862,0,0,0,0.243627784,0,0,0,0,0,0,0,0.187264127,0,0,0,0,0,0,0.604424453,0.281111512,0.225821264,0.171500934,0.275676787,0,0,0,0.298623747,0,0,0,0,0.349143914,0.145552729,0,0,0,0,0.154986698,0,0
357,2,3,0,0,0,0,0,0.26605985,0,0.151018149,0,0,0,0,0,0.12608977,0.124173571,0.145489506,0,0,0,0,0.136569848,0.290756132,0.101829523,0.158989171,0,0,0.132278831,0,0,0.145489506,0.116873991,0.355041826,0,0,0,0,0,0.12452338,0,0,0.12883006,0.180699734,0.225992822,0.137097612,0,0.501614031,0,0.240640499,0.281505846,0.115369893
358,0,3,0,0,0,0,0,0.149693954,0,0,0.395417793,0.208419219,0,0.325815162,0,0.283768879,0,0,0,0,0,0,0,0,0.229170451,0.357809986,0,0,0,0,0,0,0,0.199758118,0,0,0.286397797,0.344315446,0,0,0,0,0,0.203335135,0.169534582,0,0,0,0,0.18052293,0,0.259643468
359,1,0,0,0,0,0,0.173470548,0,0,0,0,0,0,0,0.18316292,0,0,0.180029725,0,0,0,0.92569645,0,0.119927886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.131305835,0.124140137,0,0,0,0
360,2,3,0,0,0,0,0,0.092420892,0,0,0,0.257355619,0,0,0.411344609,0,0,0,0.184475734,0.190863069,0.142070749,0,0,0,0,0.220911514,0,0,0,0,0,0,0,0.123330455,0,0.429495067,0,0,0,0.173022151,0,0.315260684,0,0.125538901,0.104670475,0.190493734,0,0.418188159,0,0.22290934,0,0
361,1,0,0,0,0.548955658,0,0.190538648,0.135606494,0,0,0,0,0,0,0,0.428439735,0,0.197743196,0,0,0.06948543,0,0,0.131727821,0,0.108045686,0.095524478,0.115036739,0.179787803,0.08668293,0,0,0.476550586,0.120639466,0,0,0.172963571,0.103970822,0,0,0.074321172,0,0,0,0.153579953,0,0,0,0.087190622,0,0,0.078402945
362,3,2,0,0.398808394,0,0,0,0.088421896,0,0,0,0,0,0,0,0,0.165070568,0,0.529480744,0.182604541,0,0,0.181549603,0,0.13536743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165535588,0,0.301619547,0.171260688,0.24021382,0.100141448,0,0.423187866,0,0,0.106632094,0.187110387,0
363,1,0,0,0,0.677208101,0,0.195878474,0,0,0.211009815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196403083,0,0,0,0,0,0.163301956,0,0,0,0,0,0,0,0.611232118,0,0,0,0,0,0,0.140175846,0,0,0,0
364,0,1,0.578918169,0,0,0,0,0.156994688,0,0,0,0.072861349,0,0.113901838,0,0,0.097695267,0.114465872,0,0,0.080444845,0,0,0.305008521,0.160231558,0.37526076,0,0,0,0.200709555,0,0,0.091952222,0.209500534,0,0,0.200243815,0,0,0,0.086043291,0.089255167,0.101358824,0.213252006,0.059267655,0,0.083486418,0.078930349,0.201885087,0.252436301,0,0.090768852
365,0,3,0,0,0,0,0,0.108585082,0,0,0,0.151183247,0,0.23633998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215944009,0,0,0,0,0.289801304,0,0,0,0,0,0,0.178535044,0,0,0,0.368931263,0.447621253,0.173229675,0.163776085,0.209450164,0.523791286,0,0.18834032
366,1,0,0,0,0,0,0,0.02672414,0,0,0,0.037208079,0,0,0,0,0,0,0,0,0,0.976840824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184406932,0,0,0.087879393,0,0,0,0.030266192,0,0,0,0,0.032227889,0,0
367,0,1,0,0.087278575,0,0,0,0.03870198,0.197360548,0.087870475,0,0.053884851,0,0.08423648,0,0,0.216752569,0,0.077250673,0,0.118986499,0,0,0.056392514,0,0,0,0,0,0.074217706,0,0,0,0.206582413,0.083017006,0,0,0,0,0,0.127267199,0,0,0.157711224,0.087663179,0.717936819,0,0,0,0.466725245,0.163795228,0
368,3,2,0,0.640549307,0,0,0,0.056807816,0,0.128978667,0,0,0,0.370933772,0.126419407,0,0,0,0,0.351950101,0,0,0.116638941,0.165548925,0,0,0,0,0,0,0,0.37277061,0.099817483,0,0,0.131997626,0,0,0.263995252,0,0,0.096889732,0,0.077164271,0,0,0,0,0,0,0,0
369,0,3,0,0,0,0,0,0.242579974,0,0,0,0.337744626,0,0,0,0,0,0,0,0.2504821,0,0,0,0,0,0,0,0,0,0.232594424,0,0,0,0.161854629,0,0,0.232054695,0,0,0,0.199424385,0,0,0,0.274731833,0.249997397,0,0,0,0.585077037,0.256662855,0.210376919
370,0,1,0,0,0,0,0,0.169804365,0,0,0,0.236418988,0,0.369586313,0,0,0,0,0,0,0,0,0,0,0,0,0.358842841,0,0,0,0,0,0,0,0,0,0.324873481,0,0.394554389,0,0,0,0,0,0.192310452,0,0.270894992,0,0.327536264,0.204775014,0.359324576,0
371,2,2,0,0.144640414,0,0,0,0.288620849,0,0,0,0.089299431,0.063235287,0.209398456,0,0,0.478944287,0,0,0.066227283,0,0,0,0,0.049095258,0,0,0,0,0.122995589,0,0,0.056348676,0,0,0,0.061355091,0,0.149029833,0,0.316365963,0.16408773,0.062113078,0.130681651,0.181597236,0.528793023,0,0.145106466,0,0.270714392,0.06786147,0
372,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202058115,0,0,0,0.220124074,0.49155437,0,0,0,0,0,0,0,0.211976047,0.408808709,0.250646423,0,0,0.568952436,0,0,0.20393004,0,0,0,0,0,0,0,0,0,0.170046587,0,0,0,0,0
373,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.364880024,0.191684136,0,0,0,0.249001986,0,0,0,0,0.835414473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264953637,0
374,2,3,0,0,0,0,0.26317114,0.249732123,0,0,0,0.17385129,0,0,0,0,0,0,0,0,0,0,0,0,0.19116077,0,0,0,0,0.478904325,0,0,0.219403189,0.166626699,0,0,0.238896521,0,0,0,0.410608297,0,0,0,0.424247906,0,0,0,0,0.30116363,0,0
375,0,1,0,0,0,0,0.923018447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.384755697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376,2,3,0,0,0,0,0.396479041,0.188116281,0,0,0,0.261914709,0,0,0,0.356604557,0,0,0,0,0,0,0,0.274103552,0,0,0,0,0,0,0,0,0.330540674,0.251030541,0,0,0.359908246,0,0,0.352174524,0,0,0,0.25552568,0.213049454,0,0,0,0,0,0,0
377,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.439504745,0,0,0,0,0,0,0,0,0,0,0,0,0.46107764,0,0,0,0,0.309387841,0,0,0,0,0,0,0,0,0,0,0,0,0.369875182,0,0.447212163,0,0,0.402139012
378,0,3,0,0,0,0,0,0.242164264,0,0,0,0.224777222,0,0,0.179636448,0.306040779,0.150694923,0,0.16112313,0.166701899,0.248172302,0,0,0.11761889,0.247157136,0.19294654,0,0,0.160531327,0,0,0,0,0.323154517,0.173150076,0,0.154438015,0,0,0,0.132721754,0,0,0,0.182840683,0,0.257555555,0,0.311407693,0.194691463,0,0.28002186
379,2,2,0.07680304,0,0,0.157154139,0,0.416558674,0.088509952,0,0,0,0,0.302219134,0,0,0,0.075928926,0,0,0,0,0,0,0,0,0.293433952,0.088343024,0,0.066568579,0.244884845,0.075928926,0,0.046322833,0,0.241977073,0,0,0.161318049,0.259947999,0.285376529,0.177617541,0.067234595,0.141456972,0.196570789,0.35774657,0.055379249,0.209428243,0,0.083724593,0,0.120419847
380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489218098,0,0,0,0,0,0,0,0,0.589946677,0,0,0,0.642361714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381,1,2,0,0.193687795,0,0,0.362035893,0.08588707,0,0,0,0,0.169356585,0,0,0,0.160338422,0,0,0,0,0,0.352690091,0,0,0,0.36300551,0,0,0,0,0,0.15091288,0.114611438,0,0,0,0.395102725,0,0,0.141215087,0,0,0,0,0,0,0.518165027,0,0,0.181746417,0
382,2,3,0,0,0,0,0,0.448273746,0,0,0,0.312066258,0.220982365,0,0.249395706,0,0,0,0,0,0,0,0,0,0.171568546,0,0,0,0,0.214910514,0,0,0.393832753,0,0,0.260400217,0.214411821,0,0,0.209804532,0.184262358,0,0,0.152226927,0.380766391,0,0,0,0,0,0,0
383,1,0,0,0,0,0.147908904,0.413150735,0,0,0,0,0,0,0,0,0.247733036,0,0.142924192,0,0,0.301334734,0.183725794,0,0.285629434,0,0.156185827,0.13808575,0,0,0,0,0,0.344439701,0.348781623,0,0,0.125014054,0.150295394,0,0,0.42974094,0,0,0,0,0,0,0,0,0,0,0.113335657
384,2,2,0,0,0,0,0,0.297200697,0.818409662,0.026991039,0,0.066206909,0,0.051749581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022797339,0,0,0,0,0.051000413,0,0.022744439,0,0,0.022255706,0.058638707,0,0.023025426,0.016147972,0.242346281,0.392048987,0.037930794,0.089652033,0.022930861,0.057345312,0,0
385,1,0,0.209738226,0,0.690753984,0.12874971,0.159837233,0.22751255,0,0.129138329,0,0,0.037385089,0,0,0.035940542,0.035394349,0.165880915,0,0.156615901,0.029144635,0,0.038927776,0.110502571,0.029025417,0,0,0.241252289,0,0,0.044583056,0,0.066627364,0.02530022,0.040668485,0,0,0.218045115,0.044053675,0,0.093518747,0.129346228,0,0.025753264,0.02147228,0.195391045,0.151232887,0.285959437,0.036570816,0,0,0.098654866
386,3,2,0.060091686,0.0612499,0,0.184439128,0.057243313,0.407401077,0,0,0,0,0.160666921,0.059115034,0.120883372,0.102972537,0,0,0.325275426,0.056089641,0,0,0,0,0,0,0,0.069120718,0,0,0,0.23763107,0,0.10873074,0,0,0,0,0.063108658,0.050846664,0.089312906,0.092646832,0,0.110677754,0.399878731,0,0.519953236,0.286753861,0.052389162,0,0,0.047109018
387,0,1,0,0,0,0,0,0.24786247,0,0,0,0.172549729,0,0,0,0,0,0,0,0,0.19050891,0,0.254458085,0,0.18972962,0,0.261900432,0,0.246463025,0,0,0,0,0.496137677,0,0,0,0,0,0,0.203767112,0,0,0,0.280714479,0,0,0,0,0.149454464,0.262252025,0.429916303
388,1,0,0,0,0.081016899,0.075503743,0.210902968,0,0,0,0,0,0.065772128,0.072599665,0.074228938,0,0.311348955,0,0.06657891,0,0,0.468936783,0,0.145806579,0,0,0,0.084887729,0,0,0.078435615,0.072959174,0.117218486,0,0,0,0,0.153443971,0.155008535,0,0,0.398231208,0,0,0,0.481256012,0.266066208,0.201237031,0.064339566,0,0,0
389,0,3,0,0,0,0,0,0.396019373,0,0,0.261522096,0.275689319,0,0,0,0.187679546,0,0,0.395235119,0,0,0,0,0.144259599,0,0,0,0,0,0.189858826,0,0,0,0.132116365,0,0,0,0,0,0,0,0.168859735,0,0,0.336381215,0,0,0.149326457,0.190970807,0.238789129,0.419010117,0
390,2,2,0,0.10962484,0,0,0,0.291665965,0.247891518,0,0,0.067681193,0,0,0,0,0.090749517,0,0,0,0,0,0,0.141661807,0.148839724,0,0.410913047,0,0,0.093219947,0,0,0.08541478,0,0.208544329,0,0.093003633,0,0,0.091005168,0.559481661,0,0.09415261,0.132060418,0.275269787,0.200389535,0,0,0,0.29311134,0,0
391,1,0,0,0,0,0,0,0.365716576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.930726268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392,0,3,0,0,0,0,0,0.423635125,0,0,0,0.442371082,0,0,0,0,0,0,0.211398091,0,0.16280453,0,0,0.154319301,0.162138566,0,0,0,0,0,0,0,0,0.14132928,0,0,0,0,0,0,0.174134684,0.180634887,0,0,0.239892133,0,0.337920153,0.319478979,0,0.383161036,0,0
393,1,0,0.281220478,0,0,0,0.267890504,0,0,0,0,0,0,0,0,0,0,0.27801984,0,0,0.195388043,0.357388173,0,0,0,0,0,0.323475055,0,0,0,0,0,0.339229523,0,0,0,0,0,0,0,0,0,0,0,0,0,0.191709569,0.245173773,0,0.53793715,0
394,1,2,0,0,0,0,0.192458972,0.319604111,0.116415682,0,0,0,0.270090852,0,0,0,0,0,0,0,0,0.128378124,0,0.066527713,0,0,0,0,0,0,0,0.399472261,0.160451151,0.060927659,0.097937317,0.212178972,0,0,0,0,0,0.622979802,0,0.124037351,0,0,0.072839414,0.275457518,0,0,0,0.158386242
395,3,3,0,0,0,0,0,0.438304835,0,0,0,0.122050556,0,0,0,0,0,0,0.349949473,0.362066214,0,0,0,0,0,0.419067951,0,0,0,0,0,0,0,0.116978604,0,0,0,0,0,0.164111044,0,0,0,0.357219929,0.297838991,0,0.279697368,0.132216781,0,0.105714454,0,0
396,1,2,0.680906448,0.07711448,0.083055709,0,0.144140263,0.23936437,0,0.155274899,0,0,0.404563799,0,0,0,0,0.07479521,0,0,0,0.288442616,0.070209672,0.049825279,0.052349896,0,0,0,0,0,0,0,0.120168318,0,0,0,0,0.157305427,0,0,0.168669296,0.29160914,0,0,0,0,0,0,0.065958688,0.041237239,0,0
397,2,2,0.073265654,0.14935557,0,0,0,0.165572025,0,0.375921145,0.174943939,0.046105258,0.32648352,0.216224669,0.073692386,0,0,0,0.132195309,0,0.050903948,0,0.135982315,0.04825088,0.050695722,0,0,0,0.46098415,0.063502571,0.077868655,0.289727198,0.058185595,0.088378602,0.142062953,0,0.063355215,0.076167412,0,0.123987671,0,0.169436852,0,0.314864113,0.112510292,0.068253904,0.052828598,0.19978242,0,0.119802623,0,0.057436782
398,1,0,0,0,0.276694398,0,0.120048349,0,0,0,0,0,0,0,0,0,0,0.24917511,0,0,0,0.32030893,0,0.165989501,0.174400087,0,0,0.289914319,0.11327481,0.436914729,0,0,0.600498763,0.076008563,0,0,0,0,0,0,0,0.097147584,0,0,0,0,0.090868733,0,0,0,0.12053146,0
399,0,1,0,0,0,0,0,0.11795625,0,0,0,0.164230744,0,0,0,0,0,0,0,0,0.181324075,0,0,0,0,0,0,0,0,0.226201409,0,0,0,0.787029728,0,0,0,0,0,0,0.193943071,0,0,0.320449147,0.133590322,0,0.188179835,0,0,0.14224895,0,0.204594567
400,0,3,0,0,0,0,0,0.33751444,0,0.191576467,0.222886782,0.117480523,0,0,0,0,0.315044703,0.184563019,0,0,0,0,0,0.122947767,0.129177455,0,0,0,0,0.323621013,0,0,0,0,0.180994865,0,0,0,0.196060631,0,0,0.143913664,0,0.229229513,0.477811294,0,0,0.127266086,0,0.203512213,0,0.292708615
401,1,0,0,0,0.322808462,0,0,0.132903642,0,0,0,0.185042031,0,0,0,0,0,0,0,0,0,0,0.272880411,0.387306832,0,0.317676493,0,0,0,0,0,0,0,0.177352396,0,0,0,0,0,0,0,0,0,0,0.150518861,0,0,0.601365431,0,0.320549418,0,0
402,0,2,0,0.181189714,0,0,0,0.160690079,0,0,0,0.111864574,0,0.349748689,0,0,0.149992274,0,0.320743716,0,0,0,0,0.234140933,0.246004711,0.192046884,0,0,0,0,0,0,0.141174934,0,0,0,0,0,0,0,0,0,0.155616961,0.1091358,0.090994074,0,0.128177323,0,0.154977843,0.290675507,0.170018876,0.557432393
403,3,2,0.097268721,0.049571745,0,0.248788691,0,0.351705955,0.112095171,0.199631708,0,0.153025303,0,0,0.048917629,0.041669687,0,0,0.043876182,0.090790725,0,0,0.045133105,0.032029342,0,0,0,0,0.262290152,0,0.051689872,0,0,0.381332014,0.09430259,0,0,0.101121145,0.102152209,0,0.433704868,0.037491205,0,0.238867956,0.174265661,0.045307519,0.03506807,0.099462945,0.339203455,0.185560653,0,0.152508086
404,0,2,0.377360749,0,0,0,0,0.170558455,0,0.290431896,0,0.118734454,0,0.092806905,0,0,0,0,0.085110345,0.088057228,0,0,0,0,0.130556234,0,0,0,0.084797736,0,0,0,0,0.056900154,0.274390077,0.099076645,0,0,0,0.239478245,0.140215676,0.654523785,0,0,0.096582245,0.08788683,0.068024505,0,0.082247708,0.051421101,0.090230078,0.221874636
405,0,3,0.208808443,0,0,0,0,0.283129966,0,0.214276417,0,0.262801646,0,0,0,0.178906074,0.17618722,0,0.376759029,0,0.290154354,0,0,0,0,0,0,0,0,0,0,0,0.165830002,0.251880621,0,0,0.180563512,0,0,0,0,0.321932069,0,0,0.213770916,0,0.150562462,0,0.182043478,0.341439649,0,0.16369587
406,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
407,1,0,0,0,0,0,0.46368096,0.055000346,0,0,0,0,0,0,0.489588347,0.10426197,0.308032469,0,0,0,0,0.154647224,0,0,0.084201491,0,0,0.419917528,0.218759244,0,0,0,0.193283126,0,0.235955065,0,0,0,0,0,0,0.281420895,0,0,0,0,0,0,0,0,0,0.095397845
408,0,1,0,0,0,0,0,0.108363659,0,0,0.286243483,0.150874959,0,0,0,0.616262042,0,0,0,0,0,0,0,0,0,0,0,0,0.431007327,0.207805966,0,0,0,0.144605176,0,0,0,0,0,0,0,0,0.209885057,0.147194583,0,0,0.172876431,0.163442118,0.20902306,0,0.229309334,0.187956263
409,3,2,0.149516369,0,0,0,0,0.270311959,0,0,0,0.188177965,0,0,0.150387219,0,0,0,0.134888324,0.697793663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15702301,0,0,0.15702301,0,0,0,0.130888993,0.458969093,0.229604589,0,0.10780959,0,0,0,0,0
410,2,2,0.092713878,0,0,0,0,0.041904559,0,0.285425207,0.110691233,0.058343809,0.082629587,0.364828113,0,0.079436807,0,0,0,0,0,0,0.172078554,0.183176944,0.128305605,0,0.354222957,0,0,0,0.591232426,0,0.073630847,0,0.089886643,0,0.080172733,0.096385903,0,0.078449978,0.068899265,0,0.081163195,0.17076179,0.047458643,0.259115307,0,0.189610705,0,0.050534665,0.088674622,0
411,0,1,0,0,0,0,0,0.179920092,0,0,0,0,0,0,0,0,0,0,0,0,0.5531516,0,0,0,0,0,0,0,0,0,0,0,0,0.480186379,0,0,0,0,0,0,0,0,0,0,0.203766931,0,0,0,0,0,0,0.624141128
412,1,2,0,0,0,0.277598036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.268242641,0,0.163649874,0.526113419,0,0,0,0,0,0,0,0,0,0,0,0,0.739870668,0,0,0,0
413,2,2,0,0,0,0,0,0.503461907,0,0,0,0,0,0,0,0,0.313296239,0,0,0,0,0,0,0.24453084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.628357652,0,0,0.325044798,0.227957313,0.190063797,0,0,0,0,0,0,0
414,2,2,0.429962721,0,0,0,0,0.194333347,0,0.147073988,0,0.090190248,0.638660979,0,0.144155672,0,0.120930513,0,0,0,0,0,0.133003035,0,0.099170027,0,0,0,0,0.124222546,0,0.141689737,0.113821577,0,0,0.301032995,0.123934291,0,0,0.242542372,0,0.110483071,0,0.087990187,0.073363512,0,0,0.195405324,0,0,0,0
